"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"57",-0.0404639340156702,-0.0342465117684951,-0.00280991710977984,0.0225809913235722,0.0564760188760386,0.0748811749595829,-0.0106604301214763,0.0143410414582602,0.0351275811788269,-0.000513094224593107,0.0125693780423595,-0.0777888543664938,-0.0055465936473259,-0.00593903125485298,-0.00852286517530155,-0.0677399099613808,-0.0689248347249643,0.0735657462377688,0.0783112407315991,0.0331586808159592,-0.0125886904053021,0.0314727934755047,0.0276330681124044,0.00968353397997058,-0.0794650403087945,0.0174776189914944,0.0225322046167804,0.00350348624894037,-0.0769427848549612,-0.0705413465461742,0.0228954558586492,-0.0144800031713212,-0.00258432116934429
"58",-0.0284529060197325,-0.0504350942835272,-0.0183121618213146,0.0133845569762995,0.0521675559426928,0.072801880306866,-0.00837789983971799,0.0113390683665425,0.0321073295633677,-0.00819953440008743,0.0101730889333624,-0.0695960642483437,0.00425168901489638,-0.00459950171428516,-0.0125958023555287,-0.0423536531328701,-0.0483501072810627,0.069252700557608,0.0717575063254302,0.023746742291734,-0.0310789393208777,0.0187982979954093,0.0360515956542604,-0.0132410572546822,-0.0497514151911315,0.0152749198318273,0.0225711463785031,0.0168753340457904,-0.0655883598510186,-0.0569949300694639,0.0155387243576342,0.0103361717094547,0.00308448660190839
"59",-0.0150129560707477,-0.0529196927500766,-0.00839514525119724,-0.00543409193215548,0.0518192436193618,0.0499162220446523,-0.0300618234144564,0.00760437780603223,0.0223424808394057,-0.00185659324453877,0.0107714037289796,-0.0561263708796876,0.00431713156724012,-0.015170080104353,-0.0178520695670292,-0.0190341270416293,-0.0466070614649448,0.057678335998394,0.056129841842353,0.0359587064262425,-0.0516174593806905,0.0071765564589566,0.0445714945332944,-0.014164252876001,-0.0649128792588363,0.0411185490567922,-0.0110920128642969,0.00283778362933716,-0.0654258283241915,-0.0293946910976994,-0.000174189659817577,0.0439838034578675,0.00235265693965503
"60",-0.0089789255212005,-0.0525580113179163,0.000309491974065266,-0.0183320106878387,0.051688292949694,0.0362583544548886,-0.0438155767201254,0.00448231472719121,0.0170658018156998,-0.00235974368625558,0.0100896326263858,-0.0490921010103759,0.00414450233318177,-0.0184557772716301,-0.0177935768197634,-0.0106910878934966,-0.045656442030245,0.0516380299553671,0.0464921761706271,0.0377947966173329,-0.0553335073130996,0.00123230222186188,0.0474182344882234,-0.0132822430242474,-0.0748177302164369,0.052521037620598,-0.0292936478569581,-0.00652925105186521,-0.0631576909759336,-0.0136575282884225,-0.00704828528815094,0.0578187367332371,0.00564715322416028
"61",-0.00683255248432656,-0.0519534831987837,0.00443325772058646,-0.0237210893648484,0.0518111300973395,0.0312223899913792,-0.0493612530015104,0.00293939131684143,0.0150852828869613,-0.00364204117703676,0.00939338257203365,-0.0466227002764772,0.00378076962870344,-0.0189442487161608,-0.0168966710468677,-0.00880789524631014,-0.0452821137625593,0.0497928339114178,0.0428396371259341,0.0369699207871829,-0.0547326343572045,-0.00110939730998824,0.0480408263271493,-0.0123885924262643,-0.0787554193063725,0.0560575172710341,-0.0356596281465072,-0.0103582995988846,-0.0615969378658982,-0.00795283862359481,-0.00893977259982671,0.0618024532382349,0.00762760006471038
"62",-0.00631130345362501,-0.0514783214505248,0.00597071750851178,-0.0254555584761275,0.0516794804095851,0.0296865764412198,-0.050966056395346,0.00231012814075664,0.014708165433996,-0.00420890265895544,0.00904247837547142,-0.0457342589385675,0.00378015256172226,-0.0191267043022333,-0.0165316535732378,-0.0082171641808488,-0.0451562504101395,0.04923803699141,0.0418703376868758,0.0363859396700951,-0.0542425094813308,-0.00199924608303247,0.0483574324661855,-0.0122833341706264,-0.0800332151586055,0.0569361155386166,-0.0375994440780588,-0.0115278427668168,-0.0612163471116206,-0.00594820954876095,-0.00946623598628205,0.0627379426683442,0.00809637379943867
"63",-0.00628543776605602,-0.0511865179593085,0.00649870736918474,-0.0259050747030708,0.0514782639423483,0.0292192810225102,-0.0512814170468343,0.00205124646916979,0.0147837371350506,-0.00435039892514183,0.00888174318460839,-0.0453766361385841,0.00392689889563432,-0.0192810102132608,-0.0164586243126243,-0.00787479855243521,-0.0450909567942733,0.0490315754697817,0.0417163700269701,0.036195107287942,-0.0541090247380115,-0.00232275249761289,0.0485832972957948,-0.0124421161391045,-0.0804297452881487,0.0570734639582195,-0.0381663740824187,-0.0118279722309653,-0.0612857575725832,-0.0051959964446925,-0.00965681528455619,0.0628820944090327,0.00805584960174089
"64",-0.0276358856082514,-0.0198514750407023,0.0213506153659761,0.00612814030524271,0.0486061803495568,0.0517500111373784,-0.0237287555112221,0.00993623294371849,0.02975913917184,0.0369615689602355,0.0166815415472192,-0.0546556972610621,-0.00955099117164009,-0.0246366792685216,-0.0258491635765184,-0.042403922316341,-0.0772311996933084,0.0487521848903792,0.0655422105169967,0.0594514156164219,-0.0419068601086315,0.0139891870543762,0.0478374845912044,0.016784288482169,-0.0973223258661671,0.0535662362761758,-0.0167987543827095,-0.0172010234120488,-0.0831280207578009,-0.0358173440044483,-0.00399035626206935,0.0189694542875764,-0.032811736625735
"65",-0.0208555906682272,-0.0322852188838547,0.0133875671115699,-0.0138395447352896,0.047289432849096,0.0432955930028686,-0.0350972241201961,0.00747556600099302,0.0242200531436833,0.0235331292151116,0.014277897733153,-0.0495278917048061,0.00211922945897499,-0.0241611416478712,-0.0264603241435482,-0.0241004511673237,-0.061295888976041,0.0412070686281718,0.0563768098786366,0.0519480955575811,-0.0530603726939669,0.00503753243285953,0.0536565751894083,-0.000992762560953004,-0.0864153226865208,0.0547464926388394,-0.0276259072322744,-0.0130111236667654,-0.0753594651628832,-0.0194561730320426,-0.012485951324718,0.0432512095714184,-0.0118711820516678
"66",-0.0314262776034342,-0.0182719478421482,0.0214930115396042,0.00620226046534134,0.048638943412898,0.0510798313835412,-0.0268250097600308,0.011762353857996,0.0294881832492482,0.0377942460142313,0.0143768715682343,-0.0542565778998608,-0.00578630572369576,-0.027105761660895,-0.0276651347143265,-0.0436420829955291,-0.0743211600358758,0.0458918958510268,0.0654520358819628,0.0611532193748513,-0.0401157164848518,0.0125731145013243,0.0526604837135164,0.0154645807738787,-0.0946506049705867,0.0506137755639709,-0.0162670112891736,-0.0159732082042268,-0.0821992346187942,-0.03596443772293,-0.00320322535508922,0.0213727522064775,-0.0284748849389216
"67",-0.0192535074733964,-0.0388600579140671,0.00704956975105766,-0.0145164250921407,0.0492203456633485,0.0397463809785694,-0.0391392689298834,0.00821363888837724,0.022933688245669,0.0141578645298265,0.00714970573601372,-0.0487198715186758,0.00309138947110303,-0.0250631090080277,-0.024235555536198,-0.0208259465081443,-0.0537655517930326,0.0440563624923771,0.0522372872278192,0.0475064464024047,-0.0537023963746618,0.0019406778211403,0.0537244103162478,-0.00543822741348847,-0.08480413017331,0.0547265321825732,-0.0295783405326126,-0.012937489472649,-0.0724310205898437,-0.0171791462926465,-0.00967557909261629,0.0506045496097337,-0.00502395424062731
"68",-0.0593302211452432,-0.0294025305137623,0.0178675808595957,0.020727731008851,0.0569695972404477,0.0728193514162095,-0.0239986638247981,0.0130811902907203,0.0375194631238622,0.012906553910637,0.0181768367824119,-0.0708619846312462,-0.000546549655139664,-0.016224072468275,-0.0138591839356198,-0.0789546933600177,-0.0718813001455319,0.0684709700513839,0.0767628061415501,0.0510798615500107,-0.00246244519963383,0.0212100816763067,0.0556432772717369,0.00683468659564644,-0.0812695661626114,0.00807580007506789,0.015064271357693,0.000182631042909784,-0.0787247547599459,-0.06800637737913,0.0231936163210115,-0.0052301795264347,-0.00411456248979764
"69",-0.0264868993385967,-0.0522258540131721,0.00579103234696256,-0.00999272633460496,0.0556095424531381,0.0556966700991383,-0.0426354025537363,0.00651546106831764,0.0240984371609807,-0.00107990897332507,0.0155049650347548,-0.0575926679858451,0.00265524223551421,-0.0127519470928331,-0.0144805728401674,-0.0421689891717391,-0.0503228980190007,0.0626627252359955,0.0619797468518581,0.033642528630229,-0.0327169817677919,0.00229349755106487,0.0535482077233047,-0.00840486877263132,-0.0691441664813455,0.0295215895594155,-0.00801922328953388,0.00010757321589168,-0.064743495138703,-0.0374400869432928,0.00552326898314162,0.0400072207349694,0.0107845851149547
"70",-0.0109397669968702,-0.0522450076075328,0.00648783521278446,-0.0218716410238275,0.0541378012502592,0.0370064064729189,-0.0506624758135871,0.00456394342789626,0.0159318704712809,-0.00293322577413841,0.0109850318635641,-0.0489815519758407,0.00206755101317024,-0.0169449554862282,-0.0161851182087718,-0.0183303147521478,-0.0470858900353032,0.0536640560214545,0.0474943400683094,0.0368881026178911,-0.0488621821022811,-0.00166866313816217,0.0499193299223343,-0.00954463767814792,-0.077814807221024,0.0499363382602315,-0.0299995920152409,-0.00941192217040385,-0.0614355527053901,-0.0154198253554658,-0.00517956211398039,0.0586279127168041,0.00923852077719979
"71",-0.00793878118861409,-0.0513891671317068,0.0074178379405092,-0.0249435187140552,0.0529966274432759,0.0315363763453184,-0.0521184320511648,0.00313161304913429,0.0146083190104085,-0.00356137170788375,0.00971218366165538,-0.0468929533688201,0.00299448308111779,-0.0181782264199889,-0.0165460166521521,-0.0114738615523838,-0.0463973203293464,0.0508324628758935,0.0436790065473086,0.0376379419071077,-0.0521257839831859,-0.00209086788432564,0.0493876392763065,-0.0109146632691485,-0.0803480955369247,0.0546649652207509,-0.0359460086291397,-0.0118369325645366,-0.0611575471762272,-0.00872520891559174,-0.00807719976797364,0.0617981638311171,0.00833785342775824
"72",-0.00745661532821636,-0.0509232215870887,0.00785413905391415,-0.0256283190523571,0.0524355376241183,0.0299149835091752,-0.0522096421847644,0.0024541875508604,0.0146560355415133,-0.00370225499308172,0.00925341305477311,-0.0463247104066613,0.00363343312745014,-0.018667407329794,-0.0166897765499923,-0.00923920452271515,-0.0461918325346779,0.0499404080083247,0.0427916085729182,0.03785610690379,-0.0529386771858063,-0.00216969728300654,0.0494651181907739,-0.0117005777674371,-0.0811210143124408,0.0557765938041846,-0.0375835778459373,-0.0124257888742489,-0.0614509314873987,-0.00658154222279588,-0.0089234144271696,0.0622346412246857,0.00780561837137974
"73",-0.0533402144604263,-0.0173134189515701,0.0310385637101898,0.0164538371928783,0.0565571363074572,0.0596863491092457,-0.0321234318146243,0.0152281902484283,0.0363466079197214,0.0269681598156146,0.0146562443988538,-0.0547846048321243,0.000287889885115021,-0.0261034030733874,-0.021486190797517,-0.0654737890869293,-0.0751064564280486,0.0517510779572408,0.0700920556710963,0.0676101450214006,-0.0187272442108321,0.0150151754075344,0.0627308064135132,0.0125519100274445,-0.0935866332471434,0.0265965132781837,-0.00264927476295825,-0.00732590070993621,-0.0787966966918812,-0.0497894323212144,0.0101127522193564,0.00838522220152647,-0.0135599722944035
"74",-0.0244374178530576,-0.0437132829336924,0.0106129448796102,-0.0128552883669307,0.0543050119750425,0.0434967242715956,-0.0454921701800957,0.00818540166734647,0.0242453909725265,0.00396718222085884,0.0071567672290997,-0.0480001394893182,0.0035467308218195,-0.0219733023886177,-0.0184522213940564,-0.0305527246748328,-0.0503263644826319,0.0498088730173731,0.054269841839382,0.0447708700300761,-0.0436317259240799,0.000626121521217056,0.0551352573547298,-0.0059701889065861,-0.0829504042185146,0.044278178759755,-0.0224409049128281,-0.00874663805854873,-0.0680653680246841,-0.0230495594150136,-0.00319293483561773,0.0471153956184531,0.00619035625818602
"75",-0.0122081053607822,-0.0487591668142115,0.00818752679974231,-0.0226098595878625,0.053089594997309,0.0337477134171914,-0.0504189656708034,0.00435432877634811,0.0173578425121408,-0.00100159971788755,0.00818374464936127,-0.0467366227013735,0.00344947577163042,-0.0196326739209659,-0.0173157960276056,-0.0146194414230295,-0.0472015487918473,0.049120689935712,0.0459352502450756,0.0404863754460095,-0.0514400467196124,-0.00170396509144423,0.0513704391924073,-0.010266044288236,-0.0818267292379474,0.0527467308078173,-0.0336619091360145,-0.011521509400451,-0.0635110547309103,-0.0110835642143836,-0.00807843981427887,0.0586599758997549,0.00743469345648475
"76",-0.00904182568465474,-0.0499919365752219,0.00817489831746533,-0.0248565271173733,0.0524659923921175,0.030617119841064,-0.0516461388924677,0.0028945712899991,0.0156471842601002,-0.00267772262959286,0.00870424467965766,-0.0463831629432364,0.00386154443539595,-0.0190500163446917,-0.0170147967333878,-0.0100305812917248,-0.0465466764035223,0.0493140021156312,0.0436545360107575,0.0392152891506354,-0.0528924965253974,-0.00198585286244001,0.0503192722918035,-0.0116445993817104,-0.0816754468288951,0.0549302714104436,-0.0368808100418858,-0.0123427447165624,-0.0623993666538613,-0.007384421125773,-0.00901698895260228,0.0611657916638142,0.00739958900435492
"77",-0.00826392287764544,-0.0502602137987012,0.0083312428355076,-0.0252909145265485,0.0521779319149607,0.0296554497150334,-0.0518482219005197,0.00236308173509292,0.0153249810589169,-0.00316343579053437,0.00889136732950873,-0.0462611559985779,0.0041764374167365,-0.0189861036608182,-0.0169886379190304,-0.00858790550087492,-0.0463763949494493,0.0494581240949656,0.0431420487287472,0.0388530416339303,-0.0532092488077622,-0.00203850151810033,0.0500934140294369,-0.0121708034245693,-0.0816665126536127,0.05548359488672,-0.037768549948336,-0.0125539589586987,-0.0622465840482663,-0.00619344603164294,-0.00921097360763035,0.0616749244783501,0.00718158519984452
"78",-0.0162600365743623,-0.0399416771603146,0.0179297215497021,-0.0196631895895711,0.0524256350221045,0.0347223527253677,-0.0495879405667642,0.0045227445811463,0.0189893625229796,0.0107959607539914,0.0131648302958787,-0.0464456082927396,0.00305457535575286,-0.0198545139812036,-0.0203336843233883,-0.0195269899757032,-0.0557253992897508,0.0450781981704204,0.0499087521261861,0.047588412668784,-0.0497871198524731,0.00133731711386132,0.0548874489020861,-0.00492774855573058,-0.0866503097019578,0.0539598508036242,-0.0329527878142981,-0.0120209211259199,-0.0655321316854992,-0.0124480950434207,-0.0103685144513584,0.051184149847906,-0.000337256089946028
"79",-0.00996596326709584,-0.0482653673397079,0.0105108592940613,-0.0246686956258928,0.0521328571586044,0.0306770935166061,-0.0519702649685077,0.00337776914541802,0.0157666215399311,0.00014019741746133,0.00940952282105747,-0.0459534303182171,0.00386699863493205,-0.0191030562728637,-0.0180813727422617,-0.0120898315492516,-0.0479897847727869,0.0477868092682967,0.0443701794159348,0.0403279291334064,-0.0523790812797536,-0.00157007261003068,0.0511595921380903,-0.00983006170007562,-0.0828183549641431,0.0555676250353155,-0.0370143667291281,-0.012761050534099,-0.0624998050618538,-0.00767458100302198,-0.00969319507083023,0.060202350360296,0.00684646552892536
"80",-0.00819342293746717,-0.0500337306203478,0.00900907282105388,-0.0257027578931789,0.0523896852967975,0.0296624195871643,-0.0524415286656235,0.00262935624347917,0.0149463570437534,-0.00268606022292239,0.00897366619707089,-0.0462605287157755,0.0037877304008547,-0.0187493373388264,-0.0171397920473458,-0.00957015825993901,-0.0467289806237778,0.0490780244121788,0.0430607679355051,0.0389548524751581,-0.0527969510324304,-0.00195053396444418,0.050091949831031,-0.011217546854423,-0.0820968229001914,0.0558431975331389,-0.0379354309097668,-0.0129802000419005,-0.0618259810494159,-0.00641100330543414,-0.00928376060080362,0.0617746874728016,0.00759385366978812
"81",-0.00800574368099429,-0.0502646819876486,0.00863714055034483,-0.0255456108074762,0.0521753431286575,0.0294190989027106,-0.0520910029016445,0.00232114912004095,0.0151408457379817,-0.00322956389802026,0.008940222830053,-0.0462290934509867,0.00412071532957488,-0.0188878994197114,-0.0170560333952408,-0.00851396541410972,-0.0464408579232592,0.0494225309975537,0.0430224608512785,0.0387438177611539,-0.0531104422890255,-0.00200214641103367,0.0500160574636891,-0.0120392790408958,-0.081816286658693,0.055740177782706,-0.0380738228614165,-0.0127776053079322,-0.0620831610748238,-0.00588796378342635,-0.00924877596419507,0.061834056607707,0.00722658113289979
"82",-0.0218081521928574,-0.0355974877955822,0.0209241262189746,-0.0140256662440422,0.0532030850681231,0.0370414625046722,-0.0486870535888506,0.00698734267982504,0.0212887352532685,0.0153480751286974,0.0116841443284066,-0.0467397418004943,0.00317156713945171,-0.0216972741045005,-0.0218326230109893,-0.0261712613654195,-0.0586140350720995,0.044751200468506,0.0524898407693757,0.0513144365260327,-0.0464621789663218,0.00255910526503332,0.0579479355762473,-0.00168943839118929,-0.0890315531675816,0.0518465097576055,-0.0301272762683452,-0.0115601210861395,-0.0669065189275367,-0.0162219357035044,-0.00790777426024876,0.0465766507341631,-0.00300637375264693
"83",-0.0435183553601583,-0.0223910674953201,0.032017345661175,0.00306250565825493,0.0556144866742604,0.0483210106994183,-0.0447374252515721,0.0137362936486621,0.0298769838196595,0.0261937812318017,0.0129274887004401,-0.0468192510398701,0.00495014152949698,-0.0268315144100562,-0.0235231577192382,-0.0522366848928235,-0.067620500420196,0.0425825972626494,0.0618819790349695,0.0638430872303196,-0.0294352215484021,0.00707926694781175,0.0674971443373946,0.00660275423496897,-0.0930084582965946,0.0360016059307665,-0.0163068504829397,-0.00764177775837922,-0.0700604928896772,-0.0334973772520662,0.00164068362788646,0.0274946377888029,-0.00676573887817578
"84",-0.0149193981740196,-0.0478422235678382,0.0120762810792058,-0.0218239591682316,0.0542172284588731,0.0347629994334894,-0.053766620625546,0.0058411360025461,0.0177712359564202,-0.000358098988600796,0.00744336485131053,-0.0450022493968463,0.00296585263455902,-0.0196091904986468,-0.01745117022808,-0.0225727298018514,-0.0474683349362587,0.0479290792019291,0.0466553046747995,0.0405197444862353,-0.0463727134086055,-0.00150301697662025,0.0528990814987611,-0.00642409995581308,-0.0839006611458817,0.0512171130149666,-0.032117405842875,-0.0116285053470394,-0.0613033550367735,-0.0137129976055701,-0.00594718606123421,0.0565969893807996,0.0102559071901326
"85",-0.00918251604000028,-0.0499296654573862,0.00943142327052786,-0.0252634583431907,0.0533432443894075,0.0310024143165082,-0.0533260019461966,0.00353118676886154,0.0152438768181905,-0.00294182794048304,0.00850429660485519,-0.0460723034461071,0.00298220964460804,-0.0186114638899158,-0.0167838733450977,-0.0127736070470534,-0.0467852101126509,0.0492519217578109,0.0436095610290152,0.0389060829384713,-0.051140188195275,-0.00203538413002281,0.0503810451890786,-0.00996093091871882,-0.0824881600567291,0.0547483207183609,-0.0366850336053761,-0.0127181912992956,-0.0611808974755663,-0.00832142469195084,-0.00823110779265886,0.0609901252223021,0.0086345872021608
